fpr,tpr,thresholds
0.0,0.0,2.0
0.00013131114175037753,0.7691413757654315,1.0
0.00013131114175037753,0.7749966477450498,0.999642725438545
0.0001422537368962423,0.7939927591293077,0.9995100440960314
0.0001422537368962423,0.7958253251687302,0.9994413612408573
0.0001531963320421071,0.8047646717024985,0.9993204388274287
0.0001641389271879719,0.8141956822956242,0.9991795774376978
0.0001641389271879719,0.8187100522951772,0.9977802441731409
0.0001641389271879719,0.821615339918652,0.9974022603018776
0.0001750815223338367,0.8247888079381397,0.9973784173922864
0.0001750815223338367,0.8279175792249587,0.9970097843242899
0.0001750815223338367,0.8304205962544138,0.9969679721732846
0.00019696671262556627,0.8348008760559603,0.9939668174962293
0.00019696671262556627,0.8370804094220713,0.9933035714285714
0.00020790930777143108,0.8406561480355786,0.9926686217008798
0.00021885190291729586,0.8438743127877352,0.9893617021276596
0.00022979449806316066,0.8471371742725606,0.989345509893455
0.00024073709320902544,0.8505788226880615,0.9892802450229708
0.00024073709320902544,0.8532159299155232,0.9880952380952381
0.00024073709320902544,0.8537522907075493,0.972972972972973
0.00024073709320902544,0.8538863809055558,0.9714285714285714
0.00044864640098045655,0.8582219639744335,0.9621747284714177
0.0007003260893353468,0.8625575470433111,0.9619256161930213
0.0008644650165233187,0.8669825235775265,0.9613395529007558
0.000995776158273696,0.8718097707057614,0.9586890026296543
0.0010723743242947498,0.8737317302105216,0.9498633149253577
0.0011927428708992625,0.875877173378626,0.9472721481042183
0.0013021688223579103,0.8782907969427435,0.9461085439800089
0.0013897095835248288,0.8809279041702052,0.9450378050309792
0.0015538485107128006,0.8820900192195951,0.9206782810006741
0.0016523318670255839,0.8830286506056407,0.9169921457786653
0.0017617578184842316,0.8841460689223618,0.916570012901456
0.0018602411747970149,0.8854422741697582,0.9134621931405965
0.0018711837699428796,0.885486970902427,0.8772705870879953
0.002111920863151905,0.8900907343673178,0.8608445297504799
0.002308887575777471,0.8942922272381889,0.8587677725118483
0.002494911693257173,0.8983149331783846,0.8584905660377359
0.0026699932155910097,0.9030527868412819,0.8555023923444977
0.002812246952487252,0.9076565503061726,0.8534728829686014
0.002965443284529359,0.9122603137710633,0.8526615969581749
0.00395027684765719,0.9161489295132526,0.8292364698021875
0.004880397435055698,0.9204398158494614,0.82689510763888
0.005876173593329394,0.9251776695123587,0.8264159977287551
0.006729696014706848,0.9296920395119117,0.8247991355076101
0.006882892346748955,0.9317927859473473,0.8194945848375451
0.007025146083645197,0.933848835650114,0.8183453237410072
0.007178342415687305,0.9361283690162249,0.8181818181818182
0.0073424813428752764,0.9386760827783489,0.8176795580110497
0.007462849889479789,0.9408215259464533,0.814748201438849
0.007572275840938437,0.9429222723818889,0.8136200716845878
0.007725472172980544,0.9439502972332723,0.7398119122257053
0.007856783314730921,0.9454252894113441,0.7266881028938906
0.007966209266189569,0.9466767979260716,0.7264150943396226
0.008042807432210622,0.9476154293121173,0.723404255319149
0.008108463003085813,0.9485987574308318,0.7225609756097561
0.00819600376425273,0.9499843561435659,0.7169811320754716
0.008206946359398596,0.9499843561435659,0.5765599041029632
0.00922460770796402,0.9544093326777813,0.5408163265306123
0.01025321165167531,0.9591918830733474,0.5389257694628847
0.011183332239073819,0.9635721628748939,0.5385074626865671
0.012004026875013679,0.967505475349752,0.5380530973451327
0.012846606701245267,0.9719304518839673,0.5356718192627824
0.013831440264373098,0.9772493630715595,0.5342631898120073
0.013831440264373098,0.9772940598042283,0.5
0.013853325454664828,0.9772940598042283,0.4050348658550999
0.013864268049810693,0.9772940598042283,0.4050319359016659
0.013908038430394152,0.9772940598042283,0.1293218257605894
0.01397369400126934,0.9772940598042283,0.125
0.03188672225505001,0.9788584454476378,0.11291002748753587
0.04985446348456,0.9812273722790864,0.10885349702876747
0.06881798087234368,0.9835516023778662,0.10678176936368239
0.08700457400477098,0.9858311357439771,0.10655965058464346
0.08703740179020857,0.9858311357439771,0.1
0.0887663318232552,0.9859205292093148,0.07804735013650628
0.0887991596086928,0.9859205292093148,0.07694905708215183
0.09011227102619657,0.9860546194073213,0.0735399177226999
0.09019981178736348,0.9860546194073213,0.03773584905660377
0.10705140831199528,0.9877530952487373,0.02985685071574642
0.12481124023373383,0.9895856612881598,0.02982720789906747
0.14165189416321974,0.9917311044562642,0.0291930973330605
0.15877705556649815,0.9941000312877128,0.028913192071086807
0.17602258551638106,0.9966030483171681,0.028735632183908046
0.19418729345851662,0.9990613686139543,0.028121059268600253
0.19548946228087452,0.9991060653466232,0.019753086419753086
0.19684634407896176,0.9991954588119608,0.01902398676592225
0.19819228328190314,0.9993295490099674,0.018196856906534328
0.19971330400717835,0.9995083359406427,0.01761744966442953
0.20099358763924452,0.9996871228713181,0.01729818780889621
0.20114678397128663,0.9996871228713181,0.015873015873015872
0.20120149694701595,0.9996871228713181,0.015384615384615385
1.0,1.0,0.0
