fpr,tpr,thresholds
0.0,0.0,2.0
0.014061234762436259,0.43838555401600143,1.0
0.014291029260499421,0.43838555401600143,0.9999999986887014
0.01431291445079115,0.43838555401600143,0.9999999986827341
0.014345742236228745,0.43838555401600143,0.9999999986708272
0.014433282997395663,0.43838555401600143,0.9999999986640247
0.014455168187687393,0.43838555401600143,0.9999999986597672
0.014498938568270852,0.43838555401600143,0.9999999986508286
0.014553651544000176,0.43838555401600143,0.9999999986427963
0.014575536734291905,0.43838555401600143,0.9999999986427173
0.014641192305167094,0.43838555401600143,0.9999999986425552
0.014663077495458823,0.43838555401600143,0.9999999986391233
0.014717790471188147,0.43838555401600143,0.9999999986321346
0.014805331232355065,0.43838555401600143,0.9999999986254862
0.014870986803230254,0.43838555401600143,0.9999999985971963
0.014903814588667848,0.43838555401600143,0.9999999985970844
0.01506795351585582,0.43838555401600143,0.9999999985789407
0.01508983870614755,0.43838555401600143,0.9999999985668007
0.015155494277022738,0.43838555401600143,0.9999999985551384
0.015177379467314468,0.43838555401600143,0.9999999985518206
0.015286805418773116,0.43838555401600143,0.9999999985481653
0.015374346179940034,0.43838555401600143,0.9999999985073575
0.015440001750815223,0.43838555401600143,0.9999999984983088
0.015450944345961087,0.43838555401600143,0.9999999984972967
0.015505657321690411,0.43838555401600143,0.9999999984708601
0.015560370297419737,0.43838555401600143,0.9999999984472816
0.015647911058586653,0.43838555401600143,0.9999999984459964
0.01565885365373252,0.43838555401600143,0.9999999984333034
0.01570262403431598,0.43838555401600143,0.9999999984175205
0.01572450922460771,0.43838555401600143,0.9999999984156176
0.0157573370100453,0.43838555401600143,0.9999999984150847
0.01580110739062876,0.43838555401600143,0.9999999983987244
0.015877705556649815,0.43838555401600143,0.9999999983948129
0.015954303722670867,0.43838555401600143,0.9999999983761461
0.016019959293546056,0.43838555401600143,0.9999999983749506
0.016052787078983652,0.43838555401600143,0.9999999983735228
0.016063729674129515,0.43838555401600143,0.9999999983717114
0.016129385245004707,0.43838555401600143,0.9999999983699177
0.0161622130304423,0.43838555401600143,0.9999999983645891
0.01620598341102576,0.43838555401600143,0.9999999983594234
0.016216926006171625,0.43838555401600143,0.9999999983554169
0.016260696386755084,0.43838555401600143,0.9999999983514831
0.016282581577046814,0.43838555401600143,0.9999999983302548
0.016348237147922003,0.43838555401600143,0.9999999983066772
0.01639200752850546,0.43838555401600143,0.999999998287247
0.01641389271879719,0.43838555401600143,0.9999999982856811
0.01645766309938065,0.43838555401600143,0.9999999982719476
0.016468605694526513,0.43838555401600143,0.9999999982714418
0.016512376075109973,0.43838555401600143,0.9999999982527394
0.016534261265401702,0.43838555401600143,0.9999999982512517
0.01654520386054757,0.43838555401600143,0.9999999982500296
0.016567089050839298,0.43838555401600143,0.9999999982469343
0.016610859431422757,0.43838555401600143,0.9999999982250842
0.01662180202656862,0.43838555401600143,0.9999999982248173
0.016654629812006216,0.43838555401600143,0.9999999982245842
0.01668745759744381,0.43838555401600143,0.9999999982188812
0.016720285382881405,0.43838555401600143,0.9999999982165946
0.016742170573173135,0.43838555401600143,0.999999998208795
0.016774998358610727,0.43838555401600143,0.9999999981980827
0.016818768739194186,0.43838555401600143,0.9999999981676648
0.016862539119777645,0.43838555401600143,0.9999999981560062
0.016906309500361105,0.43838555401600143,0.9999999981282346
0.01691725209550697,0.43838555401600143,0.9999999980570866
0.016950079880944564,0.43838555401600143,0.9999999980286121
0.016993850261528023,0.43838555401600143,0.9999999978492706
0.01700479285667389,0.43838555401600143,0.9999999977997271
0.017136103998424267,0.43838555401600143,0.9999999977820822
0.01714704659357013,0.43838555401600143,0.9999999977800145
0.017179874379007726,0.43838555401600143,0.9999999976963738
0.01719081697415359,0.43838555401600143,0.9999999976953586
0.017223644759591185,0.43838555401600143,0.9999999975749279
0.017234587354737048,0.43838555401600143,0.9999999970687163
0.017234587354737048,0.44070978411478123,0.9999999968710611
0.017245529949882914,0.44070978411478123,0.9999999968700992
0.017245529949882914,0.44218477629285297,0.9999999968178095
0.017256472545028777,0.44218477629285297,0.9999999968177145
0.017256472545028777,0.44397264559960664,0.9999999967852773
0.017278357735320507,0.44397264559960664,0.9999999967849496
0.017278357735320507,0.4442855227282886,0.9999999967813977
0.017289300330466374,0.4442855227282886,0.9999999967810256
0.017289300330466374,0.444732490054977,0.9999999967714821
0.017300242925612237,0.444732490054977,0.9999999967711792
0.017300242925612237,0.4454029410450096,0.9999999967528019
0.017333070711049833,0.4454029410450096,0.9999999967495565
0.017333070711049833,0.44558172797568496,0.999999996741618
0.017344013306195696,0.44558172797568496,0.9999999967406499
0.017344013306195696,0.44562642470835384,0.9999999967402591
0.017354955901341562,0.44562642470835384,0.9999999967398212
0.017354955901341562,0.44567112144102267,0.9999999967390938
0.017365898496487425,0.44567112144102267,0.9999999967387234
0.017365898496487425,0.44576051490636037,0.9999999967371842
0.017376841091633292,0.44576051490636037,0.9999999967371593
0.017376841091633292,0.4480400482724713,0.9999999966610726
0.017387783686779158,0.4480400482724713,0.9999999966607538
0.017387783686779158,0.4480847450051401,0.9999999966604651
0.017409668877070888,0.4480847450051401,0.9999999966572464
0.017409668877070888,0.44897867965851695,0.9999999966313382
0.01742061147221675,0.44897867965851695,0.9999999966295388
0.01742061147221675,0.4491127698565235,0.9999999966263022
0.017431554067362617,0.4491127698565235,0.999999996618703
0.017431554067362617,0.4494256469852054,0.9999999966038828
0.01744249666250848,0.4494256469852054,0.9999999966023356
0.01744249666250848,0.44960443391588073,0.9999999966004456
0.017453439257654347,0.44960443391588073,0.9999999966002999
0.017453439257654347,0.4496491306485496,0.9999999965978361
0.01746438185280021,0.4496491306485496,0.9999999965971007
0.01746438185280021,0.45009609797523803,0.99999999658543
0.017475324447946076,0.45009609797523803,0.9999999965852275
0.017475324447946076,0.45014079470790685,0.9999999965852222
0.01748626704309194,0.45014079470790685,0.9999999965839823
0.01748626704309194,0.4503195816385822,0.9999999965789375
0.017497209638237806,0.4503195816385822,0.999999996576399
0.017497209638237806,0.45045367183658874,0.9999999965687909
0.017519094828529536,0.45045367183658874,0.9999999965675208
0.017519094828529536,0.45054306530192645,0.9999999965664372
0.017540980018821265,0.45054306530192645,0.9999999965631279
0.017540980018821265,0.45085594243060834,0.9999999965515318
0.017551922613967128,0.45085594243060834,0.999999996546542
0.017551922613967128,0.450945335895946,0.9999999965376922
0.017562865209112995,0.450945335895946,0.9999999965356601
0.017562865209112995,0.4510347293612837,0.9999999965300628
0.017584750399404724,0.4510347293612837,0.9999999965268351
0.017584750399404724,0.4510794260939525,0.999999996526487
0.017606635589696454,0.4510794260939525,0.9999999965222379
0.017606635589696454,0.45130290975729676,0.999999996509306
0.017617578184842317,0.45130290975729676,0.999999996507194
0.017617578184842317,0.4515710901533098,0.9999999964963191
0.017639463375134046,0.4515710901533098,0.9999999964944069
0.017639463375134046,0.45206275421266706,0.9999999964823001
0.017650405970279913,0.45206275421266706,0.999999996481975
0.017650405970279913,0.4524203280740178,0.9999999964750081
0.017661348565425776,0.4524203280740178,0.9999999964742194
0.017661348565425776,0.4528672954007062,0.999999996463135
0.017672291160571642,0.4528672954007062,0.9999999964597581
0.017672291160571642,0.4529566888660439,0.9999999964577384
0.017683233755717506,0.4529566888660439,0.9999999964556228
0.017683233755717506,0.4531801725293881,0.9999999964472472
0.017694176350863372,0.4531801725293881,0.9999999964464052
0.017694176350863372,0.45465516470745987,0.9999999964008204
0.017705118946009235,0.45465516470745987,0.9999999964008168
0.017705118946009235,0.45514682876681717,0.9999999963884978
0.0177160615411551,0.45514682876681717,0.9999999963874249
0.0177160615411551,0.4552362222321548,0.9999999963844353
0.017727004136300965,0.4552362222321548,0.9999999963842985
0.017727004136300965,0.45537031243016135,0.9999999963789108
0.017748889326592694,0.45537031243016135,0.9999999963749282
0.017748889326592694,0.4554150091628302,0.9999999963741573
0.01775983192173856,0.4554150091628302,0.999999996372102
0.01775983192173856,0.4556384928261744,0.9999999963678476
0.017770774516884424,0.4556384928261744,0.9999999963675652
0.017770774516884424,0.4558619764895186,0.9999999963592785
0.01778171711203029,0.4558619764895186,0.9999999963582145
0.01778171711203029,0.4559066732221875,0.999999996357035
0.017792659707176153,0.4559066732221875,0.9999999963568236
0.017792659707176153,0.45613015688553166,0.9999999963545658
0.01780360230232202,0.45613015688553166,0.9999999963540187
0.01780360230232202,0.45621955035086936,0.9999999963526598
0.017814544897467883,0.45621955035086936,0.9999999963526509
0.017814544897467883,0.456308943816207,0.9999999963517254
0.01782548749261375,0.456308943816207,0.9999999963516464
0.01782548749261375,0.4563536405488759,0.9999999963515638
0.017836430087759612,0.4563536405488759,0.9999999963489064
0.017836430087759612,0.45653242747955125,0.9999999963471726
0.01784737268290548,0.45653242747955125,0.9999999963469808
0.01784737268290548,0.4570240915389085,0.9999999963385022
0.01788020046834307,0.4570240915389085,0.9999999963375998
0.01788020046834307,0.45738166540025926,0.9999999963320203
