fpr,tpr,threshold
0.0,0.0,2.0
0.00034840998352970987,0.0,1.0
0.00044343088812872164,0.0,0.9999999999898832
0.00044343088812872164,0.006130056606378572,0.9999999999088829
0.00044343088812872164,0.006185282341571172,0.9999999999088587
0.00044343088812872164,0.030401767223526163,0.9999999997163347
0.0005067781578613962,0.030401767223526163,0.9999540299179169
0.0005067781578613962,0.03368769846748585,0.999920259748866
0.0005384517927277334,0.03368769846748585,0.9999200768144327
0.0005384517927277334,0.036283308021538035,0.9999115523794281
0.0005701254275940707,0.036283308021538035,0.9999114187524907
0.0005701254275940707,0.036697501035482534,0.9999095755746046
0.0006017990624604079,0.036697501035482534,0.9999094428093219
0.0006017990624604079,0.04233052602512771,0.9998912444607739
0.0006334726973267452,0.04233052602512771,0.9998911377202577
0.0006334726973267452,0.04542316719591329,0.9998815732055879
0.0006651463321930824,0.04542316719591329,0.9998815058865445
0.0006651463321930824,0.049647935938147175,0.9998645639458874
0.0006968199670594197,0.049647935938147175,0.9998639378163331
0.0006968199670594197,0.05478392931105895,0.9998302815390938
0.000728493601925757,0.05478392931105895,0.9998300701894514
0.000728493601925757,0.05873256937732983,0.9998091317336714
0.0007601672367920942,0.05873256937732983,0.9998091269187558
0.0007601672367920942,0.07411293662846886,0.9997326316416805
0.0007918408716584316,0.07411293662846886,0.9997325722726003
0.0007918408716584316,0.08013254176446225,0.999671039680132
0.0008235145065247688,0.08013254176446225,0.9996709253435911
0.0008235145065247688,0.08118183073312163,0.9996557991757963
0.0008551881413911061,0.08118183073312163,0.9996556016086822
0.0008551881413911061,0.08162363661466243,0.9996466956896046
0.0008868617762574433,0.08162363661466243,0.9996465646441776
0.0008868617762574433,0.08297666712688112,0.9996058643438066
0.0009185354111237806,0.08297666712688112,0.9996053588292276
0.0009185354111237806,0.08352892447880712,0.9995555184200059
0.0012035981249208158,0.08352892447880712,0.9967008683688654
0.0012035981249208158,0.0904321413778821,0.9945865418268925
0.0012352717597871531,0.0904321413778821,0.9945864150097794
0.0012352717597871531,0.09178517189010078,0.9945046452216079
0.0012669453946534905,0.09178517189010078,0.9945024754924946
0.0012669453946534905,0.11553223802291868,0.9936322509425631
0.0012986190295198278,0.11553223802291868,0.993631936743848
0.0012986190295198278,0.12011597404390446,0.99344785819593
0.0013619662992525022,0.12011597404390446,0.9934386736882167
0.0013619662992525022,0.12262874499516775,0.9933499731769646
0.0013936399341188395,0.12262874499516775,0.9933479981972989
0.0013936399341188395,0.12334667955267155,0.9933252745246441
0.0014253135689851768,0.12334667955267155,0.993324981136855
0.0014253135689851768,0.12978047770260942,0.9930609047032469
0.001456987203851514,0.12978047770260942,0.9930606882305626
0.001456987203851514,0.16437940080077315,0.9899087819104181
0.0014886608387178512,0.16437940080077315,0.9899065551544791
0.0014886608387178512,0.16495927102029545,0.9895516189466023
0.0015203344735841885,0.16495927102029545,0.9895456793367576
0.0015203344735841885,0.16650559160568826,0.9886905780539167
0.0015520081084505258,0.16650559160568826,0.9886871350717548
0.0015520081084505258,0.16741681623636614,0.9882469935633358
0.0015836817433168631,0.16741681623636614,0.9882466224352162
0.0015836817433168631,0.17211100372773713,0.9859348600614967
0.0016153553781832002,0.17211100372773713,0.9858910008698607
0.0016153553781832002,0.17313267982880023,0.9842411479743307
0.0016470290130495375,0.17313267982880023,0.9841380227875536
0.0016470290130495375,0.17476183901698192,0.9807939809357523
0.0017103762827822121,0.17476183901698192,0.9806535566749426
0.0017103762827822121,0.17489990335496342,0.9804591380458398
0.0017420499176485495,0.17489990335496342,0.9803408500037142
0.0017420499176485495,0.1757282893828524,0.9797360059778003
0.0017737235525148865,0.1757282893828524,0.9797312672494959
0.0017737235525148865,0.1766395140135303,0.9793365647526584
0.0018053971873812239,0.1766395140135303,0.9793083798418422
0.0018053971873812239,0.1777716415849786,0.9789263703932334
0.0018370708222475612,0.1777716415849786,0.9789070273313508
0.0018370708222475612,0.1779097059229601,0.9788729792351188
0.0018687444571138985,0.1779097059229601,0.9788645154002232
0.0018687444571138985,0.1781029959961342,0.9788011032900678
0.0019004180919802356,0.1781029959961342,0.9788003240226488
0.0019004180919802356,0.17860002761286758,0.9786608654979959
0.00196376536171291,0.17860002761286758,0.9786336309925302
0.00196376536171291,0.1790418334944084,0.9785235605509227
0.0019954389965792475,0.1790418334944084,0.9785220701906026
0.0019954389965792475,0.1794560265083529,0.9783662915563326
0.002058786266311922,0.1794560265083529,0.9783274974797221
0.002058786266311922,0.1794836393759492,0.9783229477250198
0.0020904599011782594,0.1794836393759492,0.9783092387226482
0.0020904599011782594,0.1799530581250863,0.9781527113759022
0.0021221335360445963,0.1799530581250863,0.9781396950031364
0.0021221335360445963,0.18105757282893828,0.9779177629966725
0.0021538071709109336,0.18105757282893828,0.977912869858191
0.0021538071709109336,0.18119563716691978,0.9778786345323723
0.002185480805777271,0.18119563716691978,0.9778727381395552
0.002185480805777271,0.1812232500345161,0.9778705384388091
0.0022171544406436082,0.1812232500345161,0.9778650047852794
0.0022171544406436082,0.18227253900317547,0.9776891658433938
0.0022488280755099455,0.18227253900317547,0.977686239413709
0.0022488280755099455,0.1824658290763496,0.977625410925615
0.002280501710376283,0.1824658290763496,0.9776165872033841
0.002280501710376283,0.18307331216346817,0.9775348798384003
0.00231217534524262,0.18307331216346817,0.9775336274629203
0.00231217534524262,0.18351511804500897,0.977433955609948
0.0023438489801089575,0.18351511804500897,0.9774316900874038
0.0023438489801089575,0.18373602098577937,0.9774125071048493
0.0023755226149752943,0.18373602098577937,0.9774071159835299
0.0023755226149752943,0.18431589120530167,0.9773092015585231
0.0024071962498416317,0.18431589120530167,0.9773087873225519
0.0024071962498416317,0.18514427723319066,0.9771301944092925
0.002438869884707969,0.18514427723319066,0.9771268075927743
0.002438869884707969,0.18577937318790558,0.977056914534903
0.0024705435195743063,0.18577937318790558,0.9770527582171356
0.0024705435195743063,0.18608311473146485,0.9770022718851455
0.0025022171544406436,0.18608311473146485,0.9769990443819562
0.0025022171544406436,0.18688388789175756,0.9768660410673301
0.002533890789306981,0.18688388789175756,0.9768659174854326
0.002533890789306981,0.18691150075935387,0.9768654357577876
0.002565564424173318,0.18691150075935387,0.9768644106918556
0.002565564424173318,0.18732569377329836,0.9767985644106988
0.0025972380590396555,0.18732569377329836,0.9767980157279942
0.0025972380590396555,0.18804362833080215,0.9767065213786073
0.002628911693905993,0.18804362833080215,0.9767054644499789
0.002628911693905993,0.18859588568272814,0.9766373195677969
0.0026605853287723297,0.18859588568272814,0.9766367795571057
0.0026605853287723297,0.18873395002070964,0.9765949404358607
0.0027239325985050043,0.18873395002070964,0.9765883164182068
0.0027239325985050043,0.18878917575590226,0.9765812881066279
0.0027556062333713416,0.18878917575590226,0.9765788617675217
0.0027556062333713416,0.18923098163744304,0.9765392844289178
0.002787279868237679,0.18923098163744304,0.9765334906043704
0.002787279868237679,0.18978323898936905,0.9764672987657992
0.0028189535031040163,0.18978323898936905,0.9764598142173864
0.0028189535031040163,0.18983846472456165,0.9764464462782905
0.0028506271379703536,0.18983846472456165,0.9764413634488216
0.0028506271379703536,0.19003175479773574,0.9764161097408683
0.002882300772836691,0.19003175479773574,0.9764154372403626
0.002882300772836691,0.19019743200331354,0.9763982785598153
0.002913974407703028,0.19019743200331354,0.9763932454986785
0.002913974407703028,0.19097059229600993,0.9763119748782231
0.002945648042569365,0.19097059229600993,0.9763118034338542
0.002945648042569365,0.19127433383956924,0.9762790401625182
0.0029773216774357024,0.19127433383956924,0.9762777534134286
0.0029773216774357024,0.19210271986745825,0.9761594793761064
0.0030089953123020397,0.19210271986745825,0.9761583836548539
0.0030089953123020397,0.19235123567582493,0.9761223820355627
0.003040668947168377,0.19235123567582493,0.9761193033986705
0.003040668947168377,0.19265497721938424,0.9760767826960038
0.0030723425820347143,0.19265497721938424,0.9760712429527588
0.0030723425820347143,0.19364904045285103,0.9759383650385629
0.0031040162169010516,0.19364904045285103,0.9759280395354826
0.0031040162169010516,0.19373187905563993,0.9759252660210735
0.003135689851767389,0.19373187905563993,0.9759144149321053
0.003135689851767389,0.19381471765842884,0.9759098020333016
0.0031673634866337262,0.19381471765842884,0.9759013993492311
0.0031673634866337262,0.1952781996410327,0.9757103173805278
0.0031990371215000635,0.1952781996410327,0.9757079288161414
0.0031990371215000635,0.19574761839016983,0.9756573385126576
0.0032307107563664004,0.19574761839016983,0.9756566971542711
0.0032307107563664004,0.19602374706613282,0.9756326590130827
0.0032623843912327377,0.19602374706613282,0.975632348190578
0.0032623843912327377,0.19632748860969212,0.9755981898490975
0.003294058026099075,0.19632748860969212,0.9755890131316373
0.003294058026099075,0.19668645588844402,0.9755266975251929
0.0033257316609654124,0.19668645588844402,0.9755222412658031
0.0033257316609654124,0.19676929449123293,0.9755204064666552
0.0033574052958317497,0.19676929449123293,0.975511210168084
0.0033574052958317497,0.1977081319895071,0.9753843374538687
0.0034207525655644243,0.1977081319895071,0.9753733458658576
0.0034207525655644243,0.1978738091950849,0.9753500134190005
0.0034524262004307616,0.1978738091950849,0.9753497659026565
0.0034524262004307616,0.1983984536794146,0.9752784781278568
0.003484099835297099,0.1983984536794146,0.9752768125007992
0.003484099835297099,0.1988678724285517,0.9752180308690336
0.0035157734701634358,0.1988678724285517,0.9752173258785198
0.0035157734701634358,0.198895485296148,0.9752136189652654
0.003547447105029773,0.198895485296148,0.9752116307956863
0.003547447105029773,0.1991992268397073,0.9751842259124939
0.0035791207398961104,0.1991992268397073,0.9751841415073694
0.0035791207398961104,0.1995581941184592,0.9751338474998004
0.0036107943747624477,0.1995581941184592,0.9751328931877362
0.0036107943747624477,0.2,0.9750855335891736
0.003642468009628785,0.2,0.9750807815512871
0.003642468009628785,0.2005246444843297,0.9749931931683926
0.0036741416444951223,0.2005246444843297,0.9749752982696261
0.0036741416444951223,0.2009664503658705,0.9749455848426024
0.0037058152793614596,0.2009664503658705,0.9749426362465261
0.0037058152793614596,0.2012701919094298,0.9749234272724223
0.003737488914227797,0.2012701919094298,0.9749212712514347
0.003737488914227797,0.2014082562474113,0.9749093945324985
0.0037691625490941343,0.2014082562474113,0.9749047958235281
0.0037691625490941343,0.20223664227530028,0.9747960086197546
0.003800836183960471,0.20223664227530028,0.9747941337522493
0.003800836183960471,0.2027336738920337,0.9747016620332997
0.0038641834536931458,0.2027336738920337,0.9746944462007388
0.0038641834536931458,0.20289935109761148,0.974676058469554
0.003895857088559483,0.20289935109761148,0.974671461142824
0.003895857088559483,0.20356205991992268,0.9745636333857631
0.00392753072342582,0.20356205991992268,0.9745606490019575
0.00392753072342582,0.203589672787519,0.9745606021168064
0.003959204358292157,0.203589672787519,0.9745604849815982
0.003959204358292157,0.20519121910810437,0.9743910533179064
0.003990877993158495,0.20519121910810437,0.9743905469750634
0.003990877993158495,0.20527405771089327,0.9743756216498312
0.004022551628024832,0.20527405771089327,0.974374683868616
0.004022551628024832,0.20574347646003038,0.9743217743081456
0.00405422526289117,0.20574347646003038,0.9743164161908968
0.00405422526289117,0.20579870219522298,0.9743101778184688
0.0040858988977575065,0.20579870219522298,0.9743074645598219
0.0040858988977575065,0.20618528234157119,0.974259023358971
0.004149246167490181,0.20618528234157119,0.9742493303393239
0.004149246167490181,0.20673753969349717,0.9742087950399517
0.004180919802356519,0.20673753969349717,0.9742084269796939
0.004180919802356519,0.20679276542868977,0.9742049091015162
0.004212593437222856,0.20679276542868977,0.9742040897321519
0.004212593437222856,0.20764876432417506,0.9741185059418607
0.004244267072089193,0.20764876432417506,0.9741184857858529
0.004244267072089193,0.20775921579456028,0.9741071249064939
0.00427594070695553,0.20775921579456028,0.9741070844346245
0.00427594070695553,0.20822863454369736,0.9740584425012576
0.004307614341821867,0.20822863454369736,0.9740553579598376
0.004307614341821867,0.20850476321966036,0.9739968072773231
0.004339287976688205,0.20850476321966036,0.9739874868185289
0.004339287976688205,0.20905702057158637,0.9738981278209002
0.004370961611554542,0.20905702057158637,0.973895776695933
0.004370961611554542,0.20911224630677896,0.9738889339829971
0.00440263524642088,0.20911224630677896,0.9738883534270488
0.00440263524642088,0.20949882645312715,0.9738299770498756
0.0044343088812872165,0.20949882645312715,0.973828049260947
0.0044343088812872165,0.21063095402457546,0.9736790129803136
0.004465982516153554,0.21063095402457546,0.9736665311047195
0.004465982516153554,0.21190114593400525,0.973502177537779
0.004497656151019891,0.21190114593400525,0.9735016452196233
0.004497656151019891,0.21217727460996824,0.9734479474883084
0.004529329785886228,0.21217727460996824,0.9734467704576726
0.004529329785886228,0.21308849924064613,0.9733294794033033
0.004561003420752566,0.21308849924064613,0.9733288639461223
0.004561003420752566,0.21435869115007594,0.9731651070783166
0.004592677055618903,0.21435869115007594,0.9731480345751571
0.004592677055618903,0.21609830180864284,0.9728687394608434
0.00462435069048524,0.21609830180864284,0.972864503252934
0.00462435069048524,0.2163192047494132,0.9728417249115223
0.004656024325351577,0.2163192047494132,0.9728412387448344
0.004656024325351577,0.2166781720281651,0.9727904926924842
0.004687697960217915,0.2166781720281651,0.9727875173429023
0.004687697960217915,0.2180588154079801,0.9725766894930735
0.004719371595084252,0.2180588154079801,0.9725728417868502
