fpr,tpr,threshold
0.0,0.0,2.0
0.0,0.10307883473698744,1.0
0.0,0.10744166781720281,0.9999999999999998
0.0,0.109208891343366,0.9999999999999996
0.0,0.1103962446500069,0.9999999999999993
0.0,0.1112246306778959,0.9999999999999991
0.0,0.1120254038381886,0.9999999999999989
0.0,0.1125776611901146,0.9999999999999987
0.0,0.1132955957476184,0.9999999999999984
0.0,0.11376501449675548,0.9999999999999982
0.0,0.11393069170233329,0.999999999999998
0.0,0.11426204611348889,0.9999999999999978
0.0,0.11462101339224079,0.9999999999999976
0.0,0.11500759353858898,0.9999999999999973
0.0,0.11528372221455198,0.9999999999999971
0.0,0.11550462515532238,0.9999999999999969
0.0,0.11594643103686318,0.9999999999999967
0.0,0.11633301118321138,0.9999999999999964
0.0,0.11660913985917437,0.9999999999999962
0.0,0.11683004279994477,0.999999999999996
0.0,0.11702333287311888,0.9999999999999958
0.0,0.11732707441667817,0.9999999999999956
0.0,0.11749275162225598,0.9999999999999953
0.0,0.11757559022504487,0.9999999999999951
0.0,0.11776888029821897,0.9999999999999949
0.0,0.11782410603341156,0.9999999999999947
0.0,0.11793455750379676,0.9999999999999944
0.0,0.11807262184177827,0.9999999999999942
0.0,0.11826591191495237,0.999999999999994
0.0,0.11829352478254866,0.9999999999999938
0.0,0.11840397625293386,0.9999999999999936
0.0,0.11848681485572277,0.9999999999999933
0.0,0.11859726632610797,0.9999999999999931
0.0,0.11865249206130056,0.9999999999999929
0.0,0.11873533066408946,0.9999999999999927
0.0,0.11887339500207096,0.9999999999999925
0.0,0.11895623360485987,0.999999999999992
0.0,0.11898384647245616,0.9999999999999916
0.0,0.11903907220764877,0.9999999999999913
0.0,0.11912191081043766,0.9999999999999911
0.0,0.11914952367803397,0.9999999999999909
0.0,0.11920474941322656,0.9999999999999907
0.0,0.11931520088361176,0.9999999999999905
0.0,0.11945326522159326,0.9999999999999902
0.0,0.11953610382438216,0.99999999999999
0.0,0.11964655529476736,0.9999999999999898
0.0,0.11981223250034516,0.9999999999999893
0.0,0.11983984536794146,0.9999999999999891
0.0,0.11989507110313406,0.9999999999999889
0.0,0.12000552257351926,0.9999999999999887
0.0,0.12006074830871186,0.9999999999999882
0.0,0.12014358691150076,0.999999999999988
0.0,0.12033687698467486,0.9999999999999878
0.0,0.12036448985227116,0.9999999999999876
0.0,0.12047494132265636,0.9999999999999871
0.0,0.12055777992544525,0.9999999999999869
0.0,0.12058539279304156,0.9999999999999867
0.0,0.12075106999861936,0.9999999999999862
0.0,0.12077868286621565,0.999999999999986
0.0,0.12086152146900456,0.9999999999999858
0.0,0.12088913433660085,0.9999999999999856
0.0,0.12099958580698605,0.9999999999999849
0.0,0.12105481154217866,0.9999999999999845
0.0,0.12116526301256385,0.9999999999999842
0.0,0.12124810161535275,0.9999999999999838
0.0,0.12127571448294905,0.9999999999999836
0.0,0.12138616595333425,0.9999999999999833
0.0,0.12144139168852686,0.9999999999999822
0.0,0.12155184315891206,0.999999999999982
0.0,0.12160706889410465,0.9999999999999816
0.0,0.12177274609968246,0.9999999999999811
0.0,0.12180035896727875,0.9999999999999809
0.0,0.12191081043766396,0.9999999999999805
0.0,0.12199364904045285,0.9999999999999802
0.0,0.12204887477564545,0.99999999999998
0.0,0.12207648764324175,0.9999999999999798
0.0,0.12215932624603065,0.9999999999999796
0.0,0.12232500345160845,0.9999999999999787
0.0,0.12246306778958994,0.9999999999999776
0.0,0.12257351925997514,0.9999999999999769
0.0,0.12260113212757145,0.9999999999999767
0.0,0.12271158359795664,0.9999999999999762
0.0,0.12282203506834184,0.9999999999999749
0.0,0.12293248653872704,0.9999999999999745
0.0,0.12298771227391965,0.9999999999999738
0.0,0.12307055087670854,0.9999999999999734
0.0,0.12312577661190115,0.9999999999999731
0.0,0.12315338947949744,0.9999999999999729
0.0,0.12320861521469005,0.9999999999999725
0.0,0.12326384094988264,0.999999999999972
0.0,0.12331906668507525,0.9999999999999718
0.0,0.12340190528786414,0.9999999999999716
0.0,0.12345713102305675,0.9999999999999711
0.0,0.12356758249344195,0.9999999999999705
0.0,0.12367803396382715,0.9999999999999694
0.0,0.12373325969901974,0.9999999999999691
0.0,0.12381609830180865,0.9999999999999685
0.0,0.12387132403700124,0.9999999999999674
0.0,0.12389893690459754,0.9999999999999662
0.0,0.12398177550738644,0.999999999999966
0.0,0.12403700124257905,0.9999999999999654
0.0,0.12409222697777164,0.9999999999999651
0.0,0.12411983984536794,0.9999999999999645
0.0,0.12420267844815684,0.9999999999999643
0.0,0.12423029131575314,0.999999999999964
0.0,0.12428551705094575,0.9999999999999638
0.0,0.12436835565373464,0.9999999999999636
